Seq	nItem	prod.indTot	prod.qCom	prod.uCom	prod.vProd	prod.vUnCom	prod.xProd
1440	5	1	1	UN	4.5	4.5	REFRIGERANTE
1440	6	1	1	UN	8.2	8.2	BULE CHA
1441	1	1	0.438	KG	30.04	68.6	BUFFET
1442	1	1	0.954	KG	65.44	68.6	BUFFET
1442	2	1	1	UN	4.5	4.5	REFRIGERANTE
1442	3	1	1	UN	4.5	4.5	CERVEJA
1443	1	1	0.662	KG	45.41	68.6	BUFFET
1443	2	1	1	UN	4.5	4.5	REFRIGERANTE
1444	1	1	2	UN	12	6	CERVEJA
1444	2	1	0.83	KG	56.93	68.6	BUFFET
1445	1	1	0.172	KG	11.79	68.6	BUFFET
1446	1	1	1	UN	3.5	3.5	AGUA
1446	2	1	0.404	KG	27.71	68.6	BUFFET
1447	1	1	0.506	KG	34.71	68.6	BUFFET
1448	1	1	0.934	KG	64.07	68.6	BUFFET
1448	2	1	1	UN	4.5	4.5	REFRIGERANTE
1449	1	1	0.58	KG	39.78	68.6	BUFFET
1449	2	1	1	UN	4.5	4.5	REFRIGERANTE
1450	1	1	0.514	KG	35.26	68.6	BUFFET
1450	2	1	1	UN	4.95	4.95	REFRIGERANTE
1451	1	1	0.506	KG	34.71	68.6	BUFFET
1451	2	1	1	UN	4.95	4.95	REFRIGERANTE
1452	1	1	1.82	KG	124.85	68.6	BUFFET
1452	2	1	1	UN	4.95	4.95	REFRIGERANTE
1453	1	1	3	UN	18	6	CERVEJA
1453	2	1	1.454	KG	99.74	68.6	BUFFET
1454	1	1	1.384	KG	94.94	68.6	BUFFET
1454	2	1	2	UN	9.9	4.95	REFRIGERANTE
1454	3	1	1	UN	5	5	SUCO
1455	1	1	1.68	KG	115.24	68.6	BUFFET
1455	2	1	1	UN	4.95	4.95	REFRIGERANTE
1455	3	1	2	UN	9.9	4.95	CERVEJA
1456	1	1	0.272	KG	18.65	68.6	BUFFET
1457	1	1	1	UN	3.85	3.85	AGUA
1457	2	1	0.286	KG	19.61	68.6	BUFFET
1458	1	1	1.004	KG	68.87	68.6	BUFFET
1458	2	1	1	UN	4.95	4.95	REFRIGERANTE
1458	3	1	1	UN	4.95	4.95	REFRIGERANTE
1459	1	1	0.58	KG	39.78	68.6	BUFFET
1459	2	1	1	UN	4.95	4.95	REFRIGERANTE
1460	1	1	1	UN	3.85	3.85	AGUA
1460	2	1	0.534	KG	36.63	68.6	BUFFET
1461	1	1	1	UN	3.85	3.85	AGUA
1461	2	1	1	UN	16	16	SAKE
1461	3	1	0.916	KG	62.83	68.6	BUFFET
1462	1	1	1	UN	3.85	3.85	AGUA
1462	2	1	0.504	KG	34.57	68.6	BUFFET
1463	1	1	0.816	KG	55.97	68.6	BUFFET
1463	2	1	1	UN	4.95	4.95	REFRIGERANTE
1464	1	1	0.47	KG	32.24	68.6	BUFFET
1464	2	1	1	UN	4.95	4.95	CERVEJA
1465	1	1	1	UN	3.85	3.85	AGUA
1465	2	1	0.946	KG	64.89	68.6	BUFFET
1466	1	1	1.298	KG	89.04	68.6	BUFFET
1466	2	1	1	UN	4.95	4.95	REFRIGERANTE
1466	3	1	1	UN	7.95	7.95	CERVEJA LATA
1467	1	1	2.422	KG	166.14	68.6	BUFFET
1467	2	1	1	UN	4.95	4.95	REFRIGERANTE
1467	3	1	1	UN	4.95	4.95	REFRIGERANTE
1467	4	1	1	UN	4.95	4.95	REFRIGERANTE
1467	5	1	1	UN	4.95	4.95	REFRIGERANTE
1467	6	1	1	UN	5	5	SUCO
1468	1	1	1	UN	16	16	SAKE
1468	2	1	1.18	KG	80.86	68.6	BUFFET
1469	1	1	0.88	KG	60.29	68.6	BUFFET
1470	1	1	0.73	KG	50.07	68.6	BUFFET
1471	1	1	2	UN	7.7	3.85	AGUA
1471	2	1	1.922	KG	131.84	68.6	BUFFET
1471	3	1	2	UN	9.9	4.95	REFRIGERANTE
1472	1	1	1	UN	21.9	21.9	SAKE
1472	2	1	1	UN	3.85	3.85	AGUA
1472	3	1	1	UN	6	6	CERVEJA
1472	4	1	0.784	KG	53.78	68.6	BUFFET
1473	1	1	4	UN	4	1	CHA
1473	2	1	0.884	KG	60.64	68.6	BUFFET
1473	3	1	1	UN	4.95	4.95	REFRIGERANTE
1474	1	1	0.53	KG	36.35	68.6	BUFFET
1474	2	1	1	UN	4.95	4.95	REFRIGERANTE
1475	1	1	1	UN	3.85	3.85	AGUA
1475	2	1	1.206	KG	82.73	68.6	BUFFET
1476	1	1	1	UN	3.85	3.85	AGUA
1476	2	1	1.054	KG	72.3	68.6	BUFFET
1476	3	1	1	UN	4.95	4.95	REFRIGERANTE
1477	1	1	1	UN	3.85	3.85	AGUA
1477	2	1	1	UN	15	15	SAKE
1477	3	1	1	UN	15	15	CAIPIROSKA
1477	4	1	0.704	KG	48.29	68.6	BUFFET
1477	5	1	3	UN	9.6	3.2	DOCINHOS
1478	1	1	0.604	KG	41.43	68.6	BUFFET
1478	2	1	1	UN	3.2	3.2	DOCINHOS
1479	1	1	1	UN	16	16	SAKE
1479	2	1	1	UN	15	15	CAIPIROSKA
1479	3	1	0.246	KG	16.87	68.6	BUFFET
1480	1	1	0.95	KG	65.17	68.6	BUFFET
1481	1	1	1	UN	5	5	CERVEJA
1481	2	1	0.516	KG	35.39	68.6	BUFFET
1482	1	1	1	UN	16	16	SAKE
1482	2	1	0.994	KG	68.18	68.6	BUFFET
1482	3	1	1	UN	6.5	6.5	CERVEJA LATA
1482	4	1	2	UN	15.9	7.95	CERVEJA LATA
1483	1	1	1	UN	5.5	5.5	SUCO
1483	2	1	1	UN	12	12	CAIPIRINHA
1483	3	1	0.122	KG	8.36	68.6	BUFFET
1483	4	1	1	UN	5	5	SUCO
1484	1	1	2	UN	9	4.5	LIMONADA
1484	2	1	0.926	KG	63.52	68.6	BUFFET
1485	1	1	1	UN	7	7	CERVEJA
1485	2	1	1	UN	12.5	12.5	WHISKY
1485	3	1	1.372	KG	94.11	68.6	BUFFET
1486	1	1	1	UN	6.9	6.9	CERVEJA LATA
1486	2	1	1	UN	9.8	9.8	CERVEJA LATA
1486	3	1	1	UN	15	15	SAKE
1486	4	1	1.428	KG	97.96	68.6	BUFFET
1486	5	1	2	UN	15.9	7.95	CERVEJA LATA
1487	1	1	2	UN	14	7	SUSHI ESPECIAL
1487	2	1	0.54	KG	37.04	68.6	BUFFET
1488	1	1	2	UN	14	7	SUSHI ESPECIAL
1488	2	1	0.38	KG	26.06	68.6	BUFFET
1489	1	1	1	UN	5.5	5.5	SUCO
1489	2	1	0.56	KG	38.41	68.6	BUFFET
1490	1	1	0.242	KG	16.6	68.6	BUFFET
1491	1	1	0.374	KG	25.65	68.6	BUFFET
1492	1	1	0.518	KG	35.53	68.6	BUFFET
1492	2	1	1	UN	4.95	4.95	REFRIGERANTE
1493	1	1	2	UN	10	5	CERVEJA
1493	2	1	0.276	KG	18.93	68.6	BUFFET
1494	1	1	0.62	KG	42.53	68.6	BUFFET
1494	2	1	1	UN	4.95	4.95	REFRIGERANTE
1495	1	1	1	UN	1	1	CHA
1495	2	1	1	UN	12.5	12.5	WHISKY
1495	3	1	0.73	KG	50.07	68.6	BUFFET
1496	1	1	1	UN	7	7	SUSHI ESPECIAL
1496	2	1	0.892	KG	61.19	68.6	BUFFET
1496	3	1	1	UN	7.95	7.95	CERVEJA LATA
1497	1	1	1	UN	3.85	3.85	AGUA
1497	2	1	0.986	KG	67.63	68.6	BUFFET
1498	1	1	0.36	KG	24.69	68.6	BUFFET
1498	2	1	1	UN	4.95	4.95	REFRIGERANTE
1499	1	1	1	UN	3.85	3.85	AGUA
1499	2	1	1	UN	12.5	12.5	WHISKY
1499	3	1	0.42	KG	28.81	68.6	BUFFET
1500	1	1	1	UN	3.85	3.85	AGUA
1500	2	1	0.94	KG	64.48	68.6	BUFFET
1500	3	1	1	UN	4.95	4.95	REFRIGERANTE
1501	1	1	0.372	KG	25.51	68.6	BUFFET
1501	2	1	1	UN	4.95	4.95	REFRIGERANTE
1502	1	1	1	UN	5.5	5.5	SUCO
1502	2	1	1	UN	4.5	4.5	LIMONADA
1502	3	1	0.93	KG	63.79	68.6	BUFFET
1502	4	1	1	UN	4.95	4.95	REFRIGERANTE
1503	1	1	2	UN	14	7	SUSHI ESPECIAL
1503	2	1	1	UN	9.8	9.8	CERVEJA LATA
1503	3	1	0.818	KG	56.11	68.6	BUFFET
1504	1	1	0.8	KG	54.88	68.6	BUFFET
1504	2	1	1	UN	4.95	4.95	REFRIGERANTE
1505	1	1	0.69	KG	47.33	68.6	BUFFET
1505	2	1	1	UN	4.95	4.95	REFRIGERANTE
1506	1	1	1	UN	1	1	CHA
1506	2	1	0.662	KG	45.41	68.6	BUFFET
1507	1	1	1	UN	1	1	CHA
1507	2	1	0.274	KG	18.79	68.6	BUFFET
1507	3	1	1	UN	4.95	4.95	REFRIGERANTE
1508	1	1	0.45	KG	30.87	68.6	BUFFET
1509	1	1	1	UN	1	1	CHA
1509	2	1	1.39	KG	95.35	68.6	BUFFET
1509	3	1	1	UN	4.95	4.95	REFRIGERANTE
1509	4	1	1	UN	4.95	4.95	REFRIGERANTE
1510	1	1	0.512	KG	35.12	68.6	BUFFET
1510	2	1	1	UN	4.95	4.95	REFRIGERANTE
1510	3	1	1	UN	3.2	3.2	DOCINHOS
1511	1	1	1	UN	1	1	CHA
1511	2	1	1.344	KG	92.19	68.6	BUFFET
1512	1	1	0.798	KG	54.74	68.6	BUFFET
1513	1	1	0.49	KG	33.61	68.6	BUFFET
1514	1	1	0.69	KG	47.54	68.6	BUFFET
1515	1	1	0.598	KG	41.02	68.6	BUFFET
1516	1	1	1	UN	3.85	3.85	AGUA
1516	2	1	0.78	KG	53.5	68.6	BUFFET
1516	3	1	1	UN	4.95	4.95	CERVEJA
1517	1	1	0.286	KG	19.61	68.6	BUFFET
1517	2	1	1	UN	4.95	4.95	REFRIGERANTE
1518	1	1	1	UN	4.5	4.5	LIMONADA
1518	2	1	0.526	KG	36.08	68.6	BUFFET
1519	1	1	0.32	KG	21.95	68.6	BUFFET
1519	2	1	1	UN	4.95	4.95	REFRIGERANTE
1520	1	1	0.354	KG	24.28	68.6	BUFFET
1521	1	1	0.324	KG	22.22	68.6	BUFFET
1521	2	1	1	UN	4.95	4.95	REFRIGERANTE
1522	1	1	0.294	KG	20.16	68.6	BUFFET
1522	2	1	1	UN	4.95	4.95	REFRIGERANTE
1523	1	1	0.378	KG	25.93	68.6	BUFFET
1523	2	1	1	UN	4.95	4.95	REFRIGERANTE
1524	1	1	0.384	KG	26.34	68.6	BUFFET
1524	2	1	1	UN	4.95	4.95	REFRIGERANTE
1525	1	1	2	UN	7.7	3.85	AGUA
1525	2	1	0.75	KG	51.65	68.6	BUFFET
1526	1	1	0.476	KG	32.65	68.6	BUFFET
1526	2	1	1	UN	4.95	4.95	REFRIGERANTE
1526	3	1	1	UN	3.2	3.2	DOCINHOS
1527	1	1	0.34	KG	23.32	68.6	BUFFET
1527	2	1	1	UN	4.95	4.95	REFRIGERANTE
1528	1	1	1	UN	5.5	5.5	SUCO
1528	2	1	0.786	KG	53.91	68.6	BUFFET
1528	3	1	1	UN	3.2	3.2	DOCINHOS
1529	1	1	0.384	KG	26.34	68.6	BUFFET
1529	2	1	1	UN	4.95	4.95	REFRIGERANTE
1530	1	1	0.566	KG	38.82	68.6	BUFFET
1530	2	1	1	UN	4.95	4.95	REFRIGERANTE
1531	1	1	0.428	KG	29.36	68.6	BUFFET
1532	1	1	1	UN	5.5	5.5	SUCO
1532	2	1	1	UN	6.8	6.8	REFRIGERANTE
1532	3	1	0.626	KG	42.94	68.6	BUFFET
1532	4	1	1	UN	3.2	3.2	DOCINHOS
1533	1	1	0.374	KG	25.65	68.6	BUFFET
1534	1	1	0.318	KG	21.81	68.6	BUFFET
1534	2	1	1	UN	4.95	4.95	REFRIGERANTE
1535	1	1	0.426	KG	29.22	68.6	BUFFET
1535	2	1	1	UN	4.95	4.95	REFRIGERANTE
1536	1	1	0.436	KG	29.9	68.6	BUFFET
1536	2	1	1	UN	4.95	4.95	REFRIGERANTE
1537	1	1	0.28	KG	19.2	68.6	BUFFET
1538	1	1	0.452	KG	31	68.6	BUFFET
1539	1	1	0.898	KG	61.6	68.6	BUFFET
1539	2	1	1	UN	4.95	4.95	REFRIGERANTE
1540	1	1	0.46	KG	31.55	68.6	BUFFET
1540	2	1	1	UN	4.95	4.95	REFRIGERANTE
1541	1	1	0.508	KG	34.84	68.6	BUFFET
1541	2	1	1	UN	4.95	4.95	REFRIGERANTE
1542	1	1	0.266	KG	18.24	68.6	BUFFET
1542	2	1	1	UN	4.95	4.95	REFRIGERANTE
1543	1	1	1	UN	5.5	5.5	SUCO
1543	2	1	0.344	KG	23.59	68.6	BUFFET
1544	1	1	0.542	KG	37.18	68.6	BUFFET
1544	2	1	1	UN	4.95	4.95	REFRIGERANTE
1545	1	1	0.33	KG	22.63	68.6	BUFFET
1545	2	1	1	UN	4.95	4.95	REFRIGERANTE
1546	1	1	1.49	KG	102.21	68.6	BUFFET
1546	2	1	1	UN	4.95	4.95	REFRIGERANTE
1546	3	1	1	UN	4.95	4.95	REFRIGERANTE
1547	1	1	0.49	KG	33.61	68.6	BUFFET
1548	1	1	1	UN	5.5	5.5	SUCO
1548	2	1	1	UN	4.95	4.95	SUCO
1548	3	1	1.982	KG	135.96	68.6	BUFFET
1548	4	1	2	UN	9.9	4.95	REFRIGERANTE
1548	5	1	1	UN	4.95	4.95	REFRIGERANTE
1549	1	1	0.524	KG	35.94	68.6	BUFFET
1549	2	1	1	UN	4.95	4.95	REFRIGERANTE
1550	1	1	1	UN	3.85	3.85	AGUA
1550	2	1	0.416	KG	28.53	68.6	BUFFET
1551	1	1	0.82	KG	56.25	68.6	BUFFET
1551	2	1	1	UN	4.95	4.95	REFRIGERANTE
1552	1	1	1	UN	4.5	4.5	LIMONADA
1552	2	1	0.454	KG	31.14	68.6	BUFFET
1553	1	1	1	UN	3.85	3.85	AGUA
1553	2	1	1	KG	68.6	68.6	BUFFET
1554	1	1	1	UN	5.5	5.5	SUCO
1554	2	1	0.296	KG	20.3	68.6	BUFFET
1555	1	1	0.474	KG	32.51	68.6	BUFFET
1555	2	1	1	UN	4.95	4.95	REFRIGERANTE
1556	1	1	0.498	KG	34.16	68.6	BUFFET
1556	2	1	1	UN	4.95	4.95	REFRIGERANTE
1557	1	1	0.336	KG	23.04	68.6	BUFFET
1557	2	1	1	UN	4.95	4.95	REFRIGERANTE
1558	1	1	1	UN	3.85	3.85	AGUA
1558	2	1	0.748	KG	51.31	68.6	BUFFET
1559	1	1	1	UN	5.5	5.5	SUCO
1559	2	1	0.56	KG	38.41	68.6	BUFFET
1559	3	1	1	UN	5	5	SUCO
1560	1	1	1	UN	4.5	4.5	LIMONADA
1560	2	1	0.324	KG	22.22	68.6	BUFFET
1561	1	1	1	UN	5.5	5.5	SUCO
1561	2	1	0.33	KG	22.63	68.6	BUFFET
1562	1	1	0.308	KG	21.12	68.6	BUFFET
1563	1	1	0.598	KG	41.02	68.6	BUFFET
1563	2	1	1	UN	4.95	4.95	REFRIGERANTE
1563	3	1	1	UN	3.2	3.2	DOCINHOS
1564	1	1	0.426	KG	29.22	68.6	BUFFET
1565	1	1	1	UN	3.85	3.85	AGUA
1565	2	1	0.922	KG	63.24	68.6	BUFFET
1566	1	1	1	UN	3.85	3.85	AGUA
1566	2	1	0.34	KG	23.32	68.6	BUFFET
1567	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1567	2	1	0.338	KG	23.18	68.6	BUFFET
1567	3	1	1	UN	4.95	4.95	REFRIGERANTE
1568	1	1	1.428	KG	97.96	68.6	BUFFET
1568	2	1	1	UN	4.95	4.95	REFRIGERANTE
1569	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1569	2	1	0.346	KG	23.73	68.6	BUFFET
1569	3	1	1	UN	4.95	4.95	REFRIGERANTE
1570	1	1	1	UN	6.9	6.9	CERVEJA LATA
1570	2	1	1	UN	7	7	CERVEJA
1570	3	1	0.524	KG	35.94	68.6	BUFFET
1571	1	1	0.494	KG	33.88	68.6	BUFFET
1571	2	1	1	UN	4.95	4.95	REFRIGERANTE
1572	1	1	1	UN	3.85	3.85	AGUA
1572	2	1	0.512	KG	35.12	68.6	BUFFET
1573	1	1	2	UN	2	1	CHA
1573	2	1	0.71	KG	48.7	68.6	BUFFET
1574	1	1	0.422	KG	28.94	68.6	BUFFET
1574	2	1	1	UN	4.95	4.95	REFRIGERANTE
1575	1	1	0.336	KG	23.04	68.6	BUFFET
1575	2	1	1	UN	3.2	3.2	DOCINHOS
1576	1	1	1	UN	3.85	3.85	AGUA
1576	2	1	0.408	KG	27.98	68.6	BUFFET
1577	1	1	1.31	KG	89.86	68.6	BUFFET
1578	1	1	1	UN	3.85	3.85	AGUA
1578	2	1	0.688	KG	47.19	68.6	BUFFET
1579	1	1	0.75	KG	51.45	68.6	BUFFET
1580	1	1	1.96	KG	134.58	68.6	BUFFET
1581	1	1	0.614	KG	42.12	68.6	BUFFET
1581	2	1	1	UN	4.95	4.95	REFRIGERANTE
1582	1	1	1.556	KG	106.74	68.6	BUFFET
1583	1	1	0.286	KG	19.61	68.6	BUFFET
1584	1	1	1	UN	3.85	3.85	AGUA
1584	2	1	0.278	KG	19.07	68.6	BUFFET
1585	1	1	0.44	KG	30.18	68.6	BUFFET
1585	2	1	1	UN	4.95	4.95	REFRIGERANTE
1586	1	1	0.394	KG	27.02	68.6	BUFFET
1586	2	1	1	UN	4.95	4.95	REFRIGERANTE
1587	1	1	0.73	KG	50	68.6	BUFFET
1587	2	1	1	UN	4.95	4.95	CERVEJA
1588	1	1	1	UN	3.85	3.85	AGUA
1588	2	1	0.4	KG	27.44	68.6	BUFFET
1589	1	1	0.694	KG	47.6	68.6	BUFFET
1590	1	1	1.118	KG	76.69	68.6	BUFFET
1591	1	1	0.764	KG	52.41	68.6	BUFFET
1591	2	1	1	UN	4.95	4.95	REFRIGERANTE
1592	1	1	1	UN	7	7	SUSHI ESPECIAL
1592	2	1	1.136	KG	77.92	68.6	BUFFET
1592	3	1	1	UN	4.95	4.95	REFRIGERANTE
1593	1	1	0.43	KG	29.49	68.6	BUFFET
1594	1	1	1	UN	3.85	3.85	AGUA
1594	2	1	1	UN	3.85	3.85	AGUA
1594	3	1	1.62	KG	111.13	68.6	BUFFET
1595	1	1	1	UN	5.5	5.5	SUCO
1595	2	1	1	UN	5.5	5.5	LIMONADA
1595	3	1	0.732	KG	50.21	68.6	BUFFET
1596	1	1	0.892	KG	61.19	68.6	BUFFET
1596	2	1	2	UN	9.9	4.95	REFRIGERANTE
1597	1	1	1	UN	3.85	3.85	AGUA
1597	2	1	0.89	KG	61.05	68.6	BUFFET
1597	3	1	1	UN	4.95	4.95	REFRIGERANTE
1598	1	1	1.02	KG	69.97	68.6	BUFFET
1598	2	1	2	UN	9.9	4.95	REFRIGERANTE
1599	1	1	0.958	KG	65.71	68.6	BUFFET
1599	2	1	1	UN	4.95	4.95	REFRIGERANTE
1600	1	1	0.866	KG	59.4	68.6	BUFFET
1600	2	1	1	UN	4.95	4.95	REFRIGERANTE
1600	3	1	1	UN	4.95	4.95	REFRIGERANTE
1601	1	1	0.248	KG	17.01	68.6	BUFFET
1601	2	1	1	UN	4.95	4.95	REFRIGERANTE
1602	1	1	0.972	KG	66.67	68.6	BUFFET
1602	2	1	1	UN	4.95	4.95	REFRIGERANTE
1603	1	1	1	UN	3.85	3.85	AGUA
1603	2	1	0.714	KG	48.98	68.6	BUFFET
1603	3	1	1	UN	4.95	4.95	REFRIGERANTE
1604	1	1	0.396	KG	27.16	68.6	BUFFET
1605	1	1	0.356	KG	24.42	68.6	BUFFET
1606	1	1	1	UN	3.85	3.85	AGUA
1606	2	1	0.834	KG	57.21	68.6	BUFFET
1606	3	1	1	UN	4.95	4.95	REFRIGERANTE
1607	1	1	1	UN	3.85	3.85	AGUA
1607	2	1	1.376	KG	94.39	68.6	BUFFET
1608	1	1	1	UN	7	7	SUSHI ESPECIAL
1608	2	1	0.998	KG	68.46	68.6	BUFFET
1608	3	1	1	UN	5	5	SUCO
1609	1	1	0.698	KG	47.88	68.6	BUFFET
1609	2	1	1	UN	4.95	4.95	REFRIGERANTE
1610	1	1	0.654	KG	44.86	68.6	BUFFET
1611	1	1	1	UN	3.85	3.85	AGUA
1611	2	1	0.582	KG	39.92	68.6	BUFFET
1612	1	1	2	UN	11	5.5	SUCO
1612	2	1	2	UN	11	5.5	LIMONADA
1612	3	1	1	UN	3.85	3.85	AGUA
1612	4	1	1.322	KG	90.68	68.6	BUFFET
1613	1	1	0.804	KG	55.15	68.6	BUFFET
1613	2	1	1	UN	4.95	4.95	REFRIGERANTE
1613	3	1	1	UN	4.95	4.95	REFRIGERANTE
1614	1	1	1	UN	3.85	3.85	AGUA
1614	2	1	0.846	KG	58.03	68.6	BUFFET
1615	1	1	1.536	KG	105.36	68.6	BUFFET
1615	2	1	1	UN	4.95	4.95	REFRIGERANTE
1615	3	1	1	UN	4.95	4.95	REFRIGERANTE
1615	4	1	1	UN	4.95	4.95	CERVEJA
1616	1	1	3	UN	11.55	3.85	AGUA
1616	2	1	1	UN	12	12	SOBREMESA
1616	3	1	0.724	KG	49.66	68.6	BUFFET
1617	1	1	1	UN	5.5	5.5	SUCO
1617	2	1	2	UN	13.8	6.9	CERVEJA LATA
1617	3	1	1.248	KG	85.61	68.6	BUFFET
1617	4	1	1	UN	4.95	4.95	REFRIGERANTE
1617	5	1	1	UN	4.95	4.95	REFRIGERANTE
1617	6	1	2	UN	6.4	3.2	DOCINHOS
1618	1	1	1	UN	5.5	5.5	LIMONADA
1618	2	1	0.454	KG	31.14	68.6	BUFFET
1619	1	1	2	UN	11	5.5	SUCO
1619	2	1	0.514	KG	35.26	68.6	BUFFET
1620	1	1	0.674	KG	46.23	68.6	BUFFET
1620	2	1	1	UN	4.95	4.95	REFRIGERANTE
1621	1	1	1.062	KG	72.85	68.6	BUFFET
1622	1	1	1.15	KG	78.89	68.6	BUFFET
1623	1	1	0.944	KG	64.75	68.6	BUFFET
1623	2	1	1	UN	4.95	4.95	REFRIGERANTE
1623	3	1	1	UN	4.95	4.95	CERVEJA
1623	4	1	1	UN	3.2	3.2	DOCINHOS
1624	1	1	1	UN	3.85	3.85	AGUA
1624	2	1	2.216	KG	152.01	68.6	BUFFET
1624	3	1	1	UN	4.95	4.95	REFRIGERANTE
1624	4	1	2	UN	9.9	4.95	REFRIGERANTE
1625	1	1	0.834	KG	57.21	68.6	BUFFET
1626	1	1	0.396	KG	27.16	68.6	BUFFET
1626	2	1	1	UN	4.95	4.95	REFRIGERANTE
1627	1	1	1	UN	3.85	3.85	AGUA
1627	2	1	2	UN	19.6	9.8	CERVEJA LATA
1627	3	1	1.218	KG	83.55	68.6	BUFFET
1628	1	1	0.956	KG	65.58	68.6	BUFFET
1628	2	1	2	UN	10	5	SUCO
1629	1	1	1	UN	3.85	3.85	AGUA
1629	2	1	0.866	KG	59.4	68.6	BUFFET
1629	3	1	1	UN	4.95	4.95	REFRIGERANTE
1630	1	1	1.228	KG	84.24	68.6	BUFFET
1630	2	1	2	UN	9.9	4.95	REFRIGERANTE
1631	1	1	1	UN	5.5	5.5	SUCO
1631	2	1	0.938	KG	64.34	68.6	BUFFET
1631	3	1	1	UN	5	5	SUCO
1632	1	1	0.914	KG	62.7	68.6	BUFFET
1632	2	1	1	UN	4.95	4.95	REFRIGERANTE
1633	1	1	1	UN	3.85	3.85	AGUA
1633	2	1	0.56	KG	38.41	68.6	BUFFET
1634	1	1	1.272	KG	87.25	68.6	BUFFET
1634	2	1	1	UN	4.95	4.95	REFRIGERANTE
1634	3	1	1	UN	4.95	4.95	REFRIGERANTE
1634	4	1	1	UN	4.95	4.95	REFRIGERANTE
1635	1	1	0.406	KG	27.85	68.6	BUFFET
1635	2	1	1	UN	4.95	4.95	REFRIGERANTE
